CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,crim_log,zn_log,dis_log,rad_log,medv_log,b_cube,age_cube,lstat_log,Transformed INDUS,Transformed NOX,Transformed PTRATIO,Transformed RM,Transformed TAX,Transformed age_cube,Transformed b_cube,Transformed crim_log,Transformed dis_log,Transformed lstat_log,Transformed medv_log,Transformed rad_log,Transformed zn_log,Imputed: Transformed INDUS,Imputed: Transformed age_cube,Imputed: Transformed b_cube,Imputed: Transformed crim_log,Imputed: Transformed dis_log,Imputed: Transformed lstat_log,Imputed: Transformed rad_log,Warnings,Cluster ID,Distance to Centroid
0.09849,0,25.65,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58,18.8,-2.317800259,0,0.69629223,0.693147181,2.93385687,7.239215039,4.575674998,2.866761892,2.112642024,0.226863855,0.29797127,-0.573493943,-1.308864797,0.850854826,0.260291432,-0.714017292,-0.911124247,0.822713874,-0.243146262,-1.342719226,-0.58551202,2.112642024,0.850854826,0.260291432,-0.714017292,-0.911124247,0.822713874,-1.342719226,,3,8.30710531
0.16902,0,25.65,0.581,5.986,88.4,1.9929,2,188,19.1,385.02,14.81,21.4,-1.777738228,0,0.689590864,0.693147181,3.063390922,7.274912317,4.454689329,2.695302628,2.112642024,0.226863855,0.29797127,-0.421218853,-1.308864797,0.676883914,0.293154201,-0.464108006,-0.923543728,0.53709537,0.073797473,-1.342719226,-0.58551202,2.112642024,0.676883914,0.293154201,-0.464108006,-0.923543728,0.53709537,-1.342719226,,3,7.315457176
0.38735,0,25.65,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26,15.7,-0.948426602,0,0.563721633,0.693147181,2.753660712,7.109106875,4.572488593,3.305420426,2.112642024,0.226863855,0.29797127,-0.952046971,-1.308864797,0.846272947,0.140514388,-0.080350836,-1.156814174,1.553435514,-0.684049964,-1.342719226,-0.58551202,2.112642024,0.846272947,0.140514388,-0.080350836,-1.156814174,1.553435514,-1.342719226,,3,10.24672374
0.25915,0,21.89,0.624,5.693,96,1.7883,4,437,21.2,392.11,17.19,16.2,-1.350348234,0,0.581265448,1.386294361,2.785011242,7.31929592,4.57885697,2.844327819,1.564265401,0.598019011,1.26802112,-0.838196436,0.169384988,0.855430332,0.334013565,-0.266336783,-1.12430064,0.785342978,-0.607341532,-0.550947072,-0.58551202,1.564265401,0.855430332,0.334013565,-0.266336783,-1.12430064,0.785342978,-0.550947072,,2,7.550969696
0.32543,0,21.89,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,18,-1.122607894,0,0.594707108,1.386294361,2.890371758,7.34897945,4.622947714,2.733717948,1.564265401,0.598019011,1.26802112,0.212074746,0.169384988,0.91883046,0.361340101,-0.160951804,-1.099389532,0.601087982,-0.349545572,-0.550947072,-0.58551202,1.564265401,0.91883046,0.361340101,-0.160951804,-1.099389532,0.601087982,-0.550947072,,2,7.931301851
0.88125,0,21.89,0.624,5.637,94.7,1.9799,4,437,21.2,396.9,18.34,14.3,-0.126413925,0,0.683046338,1.386294361,2.660259537,7.34897945,4.558094515,2.909084467,1.564265401,0.598019011,1.26802112,-0.91789181,0.169384988,0.825575034,0.361340101,0.300028806,-0.935672542,0.89321523,-0.912583826,-0.550947072,-0.58551202,1.564265401,0.825575034,0.361340101,0.300028806,-0.935672542,0.89321523,-0.550947072,,2,7.19085496
0.34006,0,21.89,0.624,6.458,98.9,2.1185,4,437,21.2,395.04,12.6,19.2,-1.078633206,0,0.750708291,1.386294361,2.954910279,7.337481583,4.624506887,2.533696814,1.564265401,0.598019011,1.26802112,0.250499301,0.169384988,0.921072467,0.350755212,-0.140602876,-0.810276257,0.267890837,-0.19163281,-0.550947072,-0.58551202,1.564265401,0.921072467,0.350755212,-0.140602876,-0.810276257,0.267890837,-0.550947072,,3,7.976796268
1.19294,0,21.89,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26,19.6,0.176420848,0,0.820220263,1.386294361,2.975529566,7.34897945,4.605726957,2.506341931,1.564265401,0.598019011,1.26802112,0.062645919,0.169384988,0.894067933,0.361340101,0.44016312,-0.681451376,0.222322807,-0.141181568,-0.550947072,-0.58551202,1.564265401,0.894067933,0.361340101,0.44016312,-0.681451376,0.222322807,-0.550947072,,2,7.924805313
0.59005,0,21.89,0.624,6.372,97.9,2.3274,4,437,21.2,385.76,11.12,23,-0.527548,0,0.844751765,1.386294361,3.135494216,7.279570075,4.608867583,2.408745289,1.564265401,0.598019011,1.26802112,0.128109976,0.169384988,0.898583986,0.297442114,0.114407294,-0.635987729,0.059745375,0.250219709,-0.550947072,-0.58551202,1.564265401,0.898583986,0.297442114,0.114407294,-0.635987729,0.059745375,-0.550947072,,3,7.967232541
0.32982,0,21.89,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,.,18.4,-1.109208228,0,0.904177664,1.386294361,2.912350665,7.297954015,4.569297742,.,1.564265401,0.598019011,1.26802112,-0.654612449,0.169384988,0.841684674,0.314366294,-0.154751218,-0.525855126,.,-0.295767614,-0.550947072,-0.58551202,1.564265401,0.841684674,0.314366294,-0.154751218,-0.525855126,0.098245801,-0.550947072,,3,7.45663385
0.97617,0,21.89,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31,15.6,-0.024118527,0,0.85271175,1.386294361,2.747270914,6.405009099,4.61670048,2.851284369,1.564265401,0.598019011,1.26802112,-0.747116008,0.169384988,0.909847272,-0.50767515,0.347365164,-0.621235677,0.796931266,-0.699684512,-0.550947072,-0.58551202,1.564265401,0.909847272,-0.50767515,0.347365164,-0.621235677,0.796931266,-0.550947072,,2,6.195146003
0.55778,0,21.89,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96,18.1,-0.58379066,0,0.747019646,1.386294361,2.895911938,7.335190072,4.613570512,2.83085763,1.564265401,0.598019011,1.26802112,0.075454104,0.169384988,0.905346546,0.348645656,0.088381464,-0.817112335,0.762904207,-0.335989866,-0.550947072,-0.58551202,1.564265401,0.905346546,0.348645656,0.088381464,-0.817112335,0.762904207,-0.550947072,,2,7.552803299
0.32264,0,21.89,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,17.4,-1.131218128,0,0.676458699,1.386294361,2.856470206,7.232020451,4.538759842,2.827313622,1.564265401,0.598019011,1.26802112,-0.483836647,0.169384988,0.797772809,0.253668124,-0.164936119,-0.947881256,0.757000563,-0.43249584,-0.550947072,-0.58551202,1.564265401,0.797772809,0.253668124,-0.164936119,-0.947881256,0.757000563,-0.550947072,,2,6.994049126
0.35233,0,21.89,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,17.1,-1.043187043,0,0.615077525,1.386294361,2.839078464,7.331533075,4.61670048,2.680336363,1.564265401,0.598019011,1.26802112,0.244806774,0.169384988,0.909847272,0.34527904,-0.124200454,-1.061637523,0.512164419,-0.475049932,-0.550947072,-0.58551202,1.564265401,0.909847272,0.34527904,-0.124200454,-1.061637523,0.512164419,-0.550947072,,2,7.827905475
0.2498,0,21.89,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32,13.3,-1.387094681,0,0.511984951,1.386294361,2.587764035,7.318860344,4.613570512,3.059645599,1.564265401,0.598019011,1.26802112,-0.60480284,0.169384988,0.905346546,0.333612575,-0.2833409,-1.252696533,1.144021424,-1.089965717,-0.550947072,-0.58551202,1.564265401,0.905346546,0.333612575,-0.2833409,-1.252696533,1.144021424,-0.550947072,,2,8.167215376
0.54452,0,21.89,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46,17.8,-0.607850606,0,0.51204488,1.386294361,2.879198457,7.34897945,4.608867583,2.915606229,1.564265401,0.598019011,1.26802112,-0.186402125,0.169384988,0.898583986,0.361340101,0.07724792,-1.252585469,0.904079244,-0.376884388,-0.550947072,-0.58551202,1.564265401,0.898583986,0.361340101,0.07724792,-1.252585469,0.904079244,-0.550947072,,2,7.51546935
0.2909,0,21.89,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16,14,-1.234775713,0,0.477413607,1.386294361,2.63905733,7.294134276,4.540377361,3.184698373,1.564265401,0.598019011,1.26802112,-0.153670097,0.169384988,0.800098715,0.310849858,-0.212856544,-1.316766781,1.352335547,-0.964461357,-0.550947072,-0.58551202,1.564265401,0.800098715,0.310849858,-0.212856544,-1.316766781,1.352335547,-0.550947072,,2,8.141852036
1.62864,0,21.89,0.624,5.019,100,1.4394,4,437,21.2,396.9,34.41,14.4,0.487745311,0,0.36422636,1.386294361,2.667228207,7.34897945,4.641588834,3.53834722,1.564265401,0.598019011,1.26802112,-1.79738719,0.169384988,0.945635392,0.361340101,0.584225967,-1.526534009,1.941447226,-0.895532896,-0.550947072,-0.58551202,1.564265401,0.945635392,0.361340101,0.584225967,-1.526534009,1.941447226,-0.550947072,,2,9.437079686
3.32105,0,19.58,0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82,13.4,1.200280998,0,0.278843124,1.609437912,2.595254707,7.34897945,4.641588834,3.289147878,1.227363805,2.730003275,-1.734514131,-1.250904624,-0.032464381,0.945635392,0.361340101,0.913946027,-1.684772726,1.526328545,-1.071637552,-0.296053371,-0.58551202,1.227363805,0.945635392,0.361340101,0.913946027,-1.684772726,1.526328545,-0.296053371,,2,10.57782145
4.0974,0,19.58,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42,15.6,1.410352626,0,0.344865486,1.609437912,2.747270914,7.34897945,4.641588834,3.274121299,1.227363805,2.730003275,-1.734514131,-1.158401065,-0.032464381,0.945635392,0.361340101,1.011154955,-1.562415056,1.501297125,-0.699684512,-0.296053371,-0.58551202,1.227363805,0.945635392,0.361340101,1.011154955,-1.562415056,1.501297125,-0.296053371,,2,9.870659467
2.77974,0,19.58,0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29,11.8,1.022357398,0,0.297062934,1.609437912,2.468099531,7.34897945,4.607297805,3.377246161,1.227363805,2.730003275,-1.734514131,-1.962470465,-0.032464381,0.896326729,0.361340101,0.831613337,-1.651006386,1.67308352,-1.382760654,-0.296053371,-0.58551202,1.227363805,0.896326729,0.361340101,0.831613337,-1.651006386,1.67308352,-0.296053371,,2,11.74652306
2.37934,0,19.58,0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8,13.8,0.866823138,0,0.350022868,1.609437912,2.624668592,5.571088236,4.641588834,3.325036021,1.227363805,2.730003275,-1.734514131,-0.216287891,-0.032464381,0.945635392,-1.275379294,0.759641131,-1.552857003,1.586111362,-0.9996677,-0.296053371,-0.58551202,1.227363805,0.945635392,-1.275379294,0.759641131,-1.552857003,1.586111362,-0.296053371,,2,9.712985167
2.15505,0,19.58,0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65,15.6,0.767813925,0,0.416470987,1.609437912,2.747270914,5.531717565,4.641588834,2.812410216,1.227363805,2.730003275,-1.734514131,-0.930699995,-0.032464381,0.945635392,-1.311623772,0.713825428,-1.429710287,0.732174326,-0.699684512,-0.296053371,-0.58551202,1.227363805,0.945635392,-1.311623772,0.713825428,-1.429710287,0.732174326,-0.296053371,,2,8.882134435
2.36862,0,19.58,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53,14.6,0.862307507,0,0.378984231,1.609437912,2.681021529,7.316806215,4.574082351,3.385406696,1.227363805,2.730003275,-1.734514131,-1.929738436,-0.032464381,0.848564685,0.331721553,0.757551559,-1.499183599,1.686677418,-0.861783415,-0.296053371,-0.58551202,1.227363805,0.848564685,0.331721553,0.757551559,-1.499183599,1.686677418,-0.296053371,,2,11.05126609
2.33099,0,19.58,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32,17.8,0.84629307,0,0.425006263,1.609437912,2.879198457,7.093904707,4.543608948,3.343568269,1.227363805,2.730003275,-1.734514131,-1.559724199,-0.032464381,0.804745563,0.126519334,0.75014101,-1.413892063,1.61698256,-0.376884388,-0.296053371,-0.58551202,1.227363805,0.804745563,0.126519334,0.75014101,-1.413892063,1.61698256,-0.296053371,,2,10.44724852
2.73397,0,19.58,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45,15.4,1.005754765,0,0.422453321,1.609437912,2.734367509,7.059693588,4.561301055,3.065724645,1.227363805,2.730003275,-1.734514131,-0.974817077,-0.032464381,0.830185866,0.095024718,0.823930605,-1.41862337,1.154147958,-0.731256545,-0.296053371,-0.58551202,1.227363805,0.830185866,0.095024718,0.823930605,-1.41862337,1.154147958,-0.296053371,,2,9.031273471
1.6566,0,19.58,0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1,21.5,0.504767309,0,0.481190819,1.609437912,3.068052935,7.197118188,4.599432822,2.646174797,1.227363805,2.730003275,-1.734514131,-0.227672944,-0.032464381,0.885017306,0.221537244,0.592102758,-1.309766566,0.455257753,0.08520448,-0.296053371,-0.58551202,1.227363805,0.885017306,0.221537244,0.592102758,-1.309766566,0.455257753,-0.296053371,,2,9.453560603
1.49632,0,19.58,0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28,19.6,0.40300876,0,0.4647398,1.609437912,2.975529566,6.990463203,4.641588834,2.586259144,1.227363805,2.730003275,-1.734514131,-1.249481492,-0.032464381,0.945635392,0.031291508,0.545014822,-1.340254847,0.355449676,-0.141181568,-0.296053371,-0.58551202,1.227363805,0.945635392,0.031291508,0.545014822,-1.340254847,0.355449676,-0.296053371,,2,9.967361147
1.12658,0,19.58,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12,15.3,0.119186495,0,0.476358395,1.609437912,2.727852828,7.001904244,4.447960181,2.494856981,1.227363805,2.730003275,-1.734514131,-1.807349112,-0.032464381,0.667207759,0.041824083,0.413678391,-1.318722382,0.203191066,-0.747196657,-0.296053371,-0.58551202,1.227363805,0.667207759,0.041824083,0.413678391,-1.318722382,0.203191066,-0.296053371,,2,10.13680875
2.14918,0,19.58,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,19.4,0.765086374,0,0.48439951,1.609437912,2.965273066,6.398420834,4.618263873,2.759376828,1.227363805,2.730003275,-1.734514131,-0.815426329,-0.032464381,0.912095348,-0.51374028,0.712563276,-1.303819975,0.643830793,-0.166277158,-0.296053371,-0.58551202,1.227363805,0.912095348,-0.51374028,0.712563276,-1.303819975,0.643830793,-0.296053371,,2,8.437274119
1.41385,0,19.58,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12,17,0.34631648,0,0.559272872,1.609437912,2.833213344,6.847163477,4.57885697,2.716018371,1.227363805,2.730003275,-1.734514131,-0.217711022,-0.032464381,0.855430332,-0.100629636,0.518780933,-1.165058957,0.571603854,-0.489400698,-0.296053371,-0.58551202,1.227363805,0.855430332,-0.100629636,0.518780933,-1.165058957,0.571603854,-0.296053371,,2,8.34943161
3.53501,0,19.58,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02,15.6,1.262716128,0,0.557041048,1.609437912,2.747270914,4.448128658,4.355052042,2.709382646,1.227363805,2.730003275,-1.734514131,-0.184978994,-0.032464381,0.533610831,-2.309171297,0.942837373,-1.169195144,0.56055,-0.699684512,-0.296053371,-0.58551202,1.227363805,0.533610831,-2.309171297,0.942837373,-1.169195144,0.56055,-0.296053371,,2,9.141875018
2.44668,0,19.58,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14,13.1,0.894732004,0,0.551814004,1.609437912,2.57261223,4.458549402,4.546835944,2.781300663,1.227363805,2.730003275,-1.734514131,-1.437334874,-0.032464381,0.809385811,-2.299578003,0.77255573,-1.178882299,0.68035173,-1.127039132,-0.296053371,-0.58551202,1.227363805,0.809385811,-2.299578003,0.77255573,-1.178882299,0.68035173,-0.296053371,,2,10.33378539
1.22358,0,19.58,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,41.3,0.201780988,0,0.629834574,1.609437912,3.7208625,7.136308092,4.601007971,1.523880024,1.227363805,0.434020221,-1.734514131,0.940718167,-0.032464381,0.887282285,0.165555718,0.451898317,-1.034288636,-1.414271765,1.682497994,-0.296053371,-0.58551202,1.227363805,0.887282285,0.165555718,0.451898317,-1.034288636,-1.414271765,-0.296053371,,3,12.73864327
1.34284,0,19.58,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43,24.3,0.294786774,0,0.56377854,1.609437912,3.19047635,7.073311163,4.641588834,1.860974538,1.227363805,0.434020221,-1.734514131,-0.307368318,-0.032464381,0.945635392,0.107561001,0.494935983,-1.15670871,-0.852736454,0.384749918,-0.296053371,-0.58551202,1.227363805,0.945635392,0.107561001,0.494935983,-1.15670871,-0.852736454,-0.296053371,,2,9.883383868
1.42502,0,19.58,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39,23.3,0.354185849,0,0.568660475,1.609437912,3.148453361,7.14206334,4.641588834,2.000127735,1.227363805,2.730003275,-1.734514131,0.324502149,-0.032464381,0.945635392,0.170853975,0.522422419,-1.147661135,-0.620933709,0.281928126,-0.296053371,-0.58551202,1.227363805,0.945635392,0.170853975,0.522422419,-1.147661135,-0.620933709,-0.296053371,,2,11.19616053
1.27346,0,19.58,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,27,0.241737605,0,0.586897381,1.609437912,3.295836866,6.972134116,4.524149999,1.704748092,1.227363805,0.434020221,-1.734514131,-0.045512089,-0.032464381,0.776764637,0.014417825,0.470387914,-1.113863113,-1.112979983,0.642545877,-0.296053371,-0.58551202,1.227363805,0.776764637,0.014417825,0.470387914,-1.113863113,-1.112979983,-0.296053371,,2,10.38296813
1.46336,0,19.58,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,50,0.380735161,0,0.678490291,1.609437912,3.912023005,7.2075923,4.494643833,0.548121409,1.227363805,0.434020221,-1.734514131,1.717748066,-0.032464381,0.734336351,0.231179668,0.534707896,-0.944116155,-3.039699929,2.150229246,-0.296053371,-0.58551202,1.227363805,0.734336351,0.231179668,0.534707896,-0.944116155,-3.039699929,-0.296053371,,3,15.3828998
1.83377,0,19.58,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,50,0.606373957,0,0.713292886,1.609437912,3.912023005,7.303707381,4.613570512,0.652325186,1.227363805,0.434020221,-1.734514131,2.163188283,-0.032464381,0.905346546,0.319662819,0.639120403,-0.879617335,-2.866116266,2.150229246,-0.296053371,-0.58551202,1.227363805,0.905346546,0.319662819,0.639120403,-0.879617335,-2.866116266,-0.296053371,,3,15.85292294
1.51902,0,19.58,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,50,0.41806539,0,0.771033719,1.609437912,3.912023005,7.296451644,4.545223019,1.199964783,1.227363805,0.434020221,-1.734514131,2.978642737,-0.032464381,0.807066511,0.312983217,0.551982154,-0.772607626,-1.953852915,2.150229246,-0.296053371,-0.58551202,1.227363805,0.807066511,0.312983217,0.551982154,-0.772607626,-1.953852915,-0.296053371,,3,15.45700645
2.24236,0,19.58,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64,22.7,0.807528883,0,0.884593645,1.609437912,3.122364924,7.337914951,4.511083789,2.454447442,1.227363805,0.434020221,-1.734514131,-0.609072235,-0.032464381,0.757976127,0.351154169,0.732203199,-0.562149721,0.135876465,0.218094978,-0.296053371,-0.58551202,1.227363805,0.757976127,0.351154169,0.732203199,-0.562149721,0.135876465,-0.296053371,,3,8.436742727
2.924,0,19.58,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81,25,1.072952542,0,0.82566556,1.609437912,3.218875825,6.215845697,4.530654896,2.283402274,1.227363805,0.434020221,-1.734514131,-0.257558709,-0.032464381,0.786118331,-0.681818206,0.855025826,-0.671359737,-0.149052236,0.454237711,-0.296053371,-0.58551202,1.227363805,0.786118331,-0.681818206,0.855025826,-0.671359737,-0.149052236,-0.296053371,,2,8.381490782
2.01019,0,19.58,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7,50,0.698229245,0,0.71583779,1.609437912,3.912023005,7.174524162,4.582034526,1.30833282,1.227363805,0.434020221,-1.734514131,2.343926006,-0.032464381,0.859999488,0.200737276,0.681625686,-0.874900925,-1.773332388,2.150229246,-0.296053371,-0.58551202,1.227363805,0.859999488,0.200737276,0.681625686,-0.874900925,-1.773332388,-0.296053371,,2,14.97251596
1.80028,0,19.58,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,23.8,0.587942208,0,0.88620259,1.609437912,3.169685581,6.105629489,4.294458338,2.496505786,1.227363805,0.434020221,-1.734514131,-0.576340206,-0.032464381,0.44648033,-0.783282798,0.630591262,-0.559167903,0.205937661,0.333879092,-0.296053371,-0.58551202,1.227363805,0.44648033,-0.783282798,0.630591262,-0.559167903,0.205937661,-0.296053371,,2,8.625520436
2.3004,0,19.58,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,23.8,0.833083021,0,0.741937345,1.609437912,3.169685581,6.672614137,4.580446299,2.406945108,1.227363805,0.434020221,-1.734514131,0.052683997,-0.032464381,0.857715702,-0.261319045,0.744028168,-0.826531243,0.056746616,0.333879092,-0.296053371,-0.58551202,1.227363805,0.857715702,-0.261319045,0.744028168,-0.826531243,0.056746616,-0.296053371,,2,8.556471882
2.44953,0,19.58,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3,0.895896169,0,0.816470397,1.609437912,3.104586678,6.910702428,4.566102428,2.426571073,1.227363805,0.434020221,-1.734514131,0.170803927,-0.032464381,0.837089983,-0.042135936,0.773094438,-0.688400914,0.089439738,0.174595191,-0.296053371,-0.58551202,1.227363805,0.837089983,-0.042135936,0.773094438,-0.688400914,0.089439738,-0.296053371,,2,8.790236236
1.20742,0,19.58,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.4,0.188485852,0,0.88620259,1.609437912,2.856470206,6.636482993,4.556489552,2.669309373,1.227363805,0.434020221,-1.734514131,-0.57918647,-0.032464381,0.823267183,-0.294581229,0.445746101,-0.559167903,0.493795553,-0.43249584,-0.296053371,-0.58551202,1.227363805,0.823267183,-0.294581229,0.445746101,-0.559167903,0.493795553,-0.296053371,,2,7.592760699
2.3139,0,19.58,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,19.1,0.838934413,0,0.870749285,1.609437912,2.949688335,7.034725409,4.599432822,2.48740353,1.227363805,0.434020221,-1.734514131,-0.572070811,-0.032464381,0.885017306,0.072039114,0.746735851,-0.587807144,0.190775036,-0.204409855,-0.296053371,-0.58551202,1.227363805,0.885017306,0.072039114,0.746735851,-0.587807144,0.190775036,-0.296053371,,2,8.215493017
0.13914,0,4.05,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,23.1,-1.972274658,0,0.954010319,1.609437912,3.139832618,7.34897945,4.456368443,2.68716699,-1.037606663,-0.385973727,-0.85684998,-1.01039537,-0.667696216,0.67929839,0.361340101,-0.554128147,-0.433501454,0.523542945,0.260834904,-0.296053371,-0.58551202,-1.037606663,0.67929839,0.361340101,-0.554128147,-0.433501454,0.523542945,-0.296053371,,3,5.154497792
0.09178,0,4.05,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04,23.6,-2.38836087,0,0.973162438,1.609437912,3.161246712,7.340328495,4.381256355,2.201659174,-1.037606663,-0.385973727,-0.85684998,0.190727771,-0.667696216,0.57129123,0.353376068,-0.746668638,-0.398007288,-0.285220683,0.31323088,-0.296053371,-0.58551202,-1.037606663,0.57129123,0.353376068,-0.746668638,-0.398007288,-0.285220683,-0.296053371,,3,5.117398057
0.08447,0,4.05,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.6,-2.471358837,0,0.993955229,1.609437912,3.117949906,7.326258098,4.095612995,2.265921109,-1.037606663,-0.385973727,-0.85684998,-0.601956577,-0.667696216,0.160551376,0.340422917,-0.785075268,-0.359472504,-0.17817253,0.207292318,-0.296053371,-0.58551202,-1.037606663,0.160551376,0.340422917,-0.785075268,-0.359472504,-0.17817253,-0.296053371,,3,4.304145706
0.06664,0,4.05,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,29.4,-2.708450281,0,1.141767559,1.609437912,3.380994674,7.312133446,3.210770997,1.673351238,-1.037606663,-0.385973727,-0.85684998,0.375734889,-0.667696216,-1.111804032,0.327419821,-0.894787394,-0.085535436,-1.165281167,0.850909882,-0.296053371,-0.58551202,-1.037606663,-1.111804032,0.327419821,-0.894787394,-0.085535436,-1.165281167,-0.296053371,,1,4.518549741
0.07022,0,4.05,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,23.2,-2.656122108,0,1.268326933,1.609437912,3.144152279,7.326258098,3.613937739,2.313525033,-1.037606663,-0.385973727,-0.85684998,-0.372832376,-0.667696216,-0.532071848,0.340422917,-0.87057296,0.149014037,-0.098873451,0.271404245,-0.296053371,-0.58551202,-1.037606663,-0.532071848,0.340422917,-0.87057296,0.149014037,-0.098873451,-0.296053371,,3,4.147542577
0.05425,0,4.05,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,24.6,-2.914152287,0,1.199211487,1.609437912,3.202746443,7.340947097,4.186958792,1.838961071,-1.037606663,-0.385973727,-0.85684998,0.046991471,-0.667696216,0.29190174,0.35394555,-0.989974314,0.020924027,-0.889406702,0.414772363,-0.296053371,-0.58551202,-1.037606663,0.29190174,0.35394555,-0.989974314,0.020924027,-0.889406702,-0.296053371,,3,5.224943612
0.06642,0,4.05,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,29.9,-2.711757063,0,1.06997273,1.609437912,3.39785848,7.314065581,4.205887435,1.93441577,-1.037606663,-0.385973727,-0.85684998,0.822598238,-0.667696216,0.319120114,0.329198536,-0.89631758,-0.21859108,-0.730397338,0.892172218,-0.296053371,-0.58551202,-1.037606663,0.319120114,0.329198536,-0.89631758,-0.21859108,-0.730397338,-0.296053371,,1,5.512137729
0.0578,0,2.46,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,37.2,-2.850766503,0,1.039923292,1.098612289,3.616308761,7.34897945,3.879754829,1.617406082,-1.26949997,-0.575867062,-0.30253578,0.993374039,-1.279181067,-0.149841107,0.361340101,-0.960643061,-0.274280988,-1.25847515,1.426676055,-0.879562207,-0.58551202,-1.26949997,-0.149841107,0.361340101,-0.960643061,-0.274280988,-1.25847515,-0.879562207,,1,6.602304043
0.06588,0,2.46,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.8,-2.719920374,0,1.008322817,1.098612289,3.683866912,7.340699669,4.367319859,2.02287119,-1.26949997,-0.575867062,-0.30253578,2.11053241,-1.279181067,0.551251295,0.353717768,-0.900095085,-0.332845395,-0.583047441,1.591977242,-0.879562207,-0.58551202,-1.26949997,0.551251295,0.353717768,-0.900095085,-0.332845395,-0.583047441,-0.879562207,,1,8.778969337
0.06888,0,2.46,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,36.2,-2.675389419,0,0.954703426,1.098612289,3.589059119,7.34897945,3.962142839,2.246014742,-1.26949997,-0.575867062,-0.30253578,-0.196364047,-1.279181067,-0.031371561,0.361340101,-0.87948875,-0.432216935,-0.211332749,1.360001668,-0.879562207,-0.58551202,-1.26949997,-0.031371561,0.361340101,-0.87948875,-0.432216935,-0.211332749,-0.879562207,,3,6.150448427
0.09103,0,2.46,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,37.9,-2.396566156,0,0.993473971,1.098612289,3.634951112,7.331781122,4.517626341,1.572773928,-1.26949997,-0.575867062,-0.30253578,1.242422084,-1.279181067,0.767383967,0.345507391,-0.750465567,-0.360364409,-1.332823825,1.472290132,-0.879562207,-0.58551202,-1.26949997,0.767383967,0.345507391,-0.750465567,-0.360364409,-1.332823825,-0.879562207,,1,7.965008215
